Date,Open,High,Low,Close
08/26/2021,"68.00","68.31","67.02","67.42"
08/25/2021,"67.63","68.54","66.92","68.36"
08/24/2021,"65.54","67.80","65.41","67.54"
08/23/2021,"61.96","66.00","61.74","65.64"
08/20/2021,"64.05","64.10","62.11","62.32"
08/19/2021,"64.58","64.76","62.63","63.69"
08/18/2021,"66.58","67.48","64.34","65.46"
08/17/2021,"67.43","67.72","66.33","66.59"
08/16/2021,"67.71","68.27","65.73","67.29"
08/13/2021,"68.91","69.22","67.77","68.44"
08/12/2021,"69.36","69.62","68.46","69.09"
08/11/2021,"68.51","69.45","66.67","69.25"
08/10/2021,"66.85","68.90","66.56","68.29"
08/09/2021,"67.88","67.90","65.15","66.48"
08/06/2021,"69.14","70.18","67.80","68.28"
08/05/2021,"68.06","69.35","67.61","69.09"
08/04/2021,"70.32","70.81","67.85","68.15"
08/03/2021,"71.52","71.96","69.19","70.56"
08/02/2021,"73.91","73.95","70.55","71.26"
07/30/2021,"73.41","74.23","72.93","73.95"
07/29/2021,"72.40","73.68","72.26","73.62"
07/28/2021,"71.90","72.60","71.70","72.39"
07/27/2021,"72.22","72.33","71.08","71.65"
07/26/2021,"72.18","72.43","70.56","71.91"
07/23/2021,"71.71","72.21","71.39","72.07"
07/22/2021,"70.22","72.03","69.86","71.91"
07/21/2021,"66.45","70.51","66.44","70.30"
07/20/2021,"66.60","67.65","65.21","67.42"
07/19/2021,"71.49","71.67","65.63","66.42"
07/16/2021,"71.48","72.30","70.41","71.81"
07/15/2021,"72.96","72.96","71.40","71.65"
07/14/2021,"75.17","75.44","72.21","73.13"
07/13/2021,"74.18","75.52","73.68","75.25"
07/12/2021,"74.74","74.93","73.16","74.10"
07/09/2021,"73.26","74.76","72.72","74.56"
07/08/2021,"72.17","73.26","70.76","72.94"
07/07/2021,"73.85","74.86","71.07","72.20"
07/06/2021,"76.35","76.98","72.94","73.37"
07/02/2021,"75.02","75.62","74.41","75.16"
07/01/2021,"73.50","76.22","73.39","75.23"
06/30/2021,"73.47","74.14","72.82","73.47"
06/29/2021,"72.78","73.81","71.97","72.98"
06/28/2021,"73.99","74.45","72.62","72.91"
06/25/2021,"73.32","74.18","72.85","74.05"
06/24/2021,"73.28","73.61","72.32","73.30"
06/23/2021,"72.91","74.25","72.82","73.08"
06/22/2021,"73.41","73.95","72.94","73.06"
06/21/2021,"71.52","73.96","71.15","73.66"
06/18/2021,"71.10","72.17","70.16","71.64"
06/17/2021,"71.65","72.30","69.77","71.04"
06/16/2021,"72.45","72.99","71.61","72.15"
06/15/2021,"71.16","72.49","70.81","72.12"
06/14/2021,"70.65","71.78","70.65","70.88"
06/11/2021,"70.10","71.24","69.68","70.91"
06/10/2021,"69.76","70.65","68.68","70.29"
06/09/2021,"70.01","70.62","69.46","69.96"
06/08/2021,"69.29","70.27","68.47","70.05"
06/07/2021,"69.52","70.00","68.93","69.23"
06/04/2021,"68.91","69.76","68.33","69.62"
06/03/2021,"68.76","69.40","68.19","68.81"
06/02/2021,"67.99","69.00","67.78","68.83"
06/01/2021,"67.06","68.87","66.89","67.72"
05/28/2021,"66.95","67.52","66.17","66.32"
05/27/2021,"66.16","66.92","65.47","66.85"
05/26/2021,"66.04","66.43","65.25","66.21"
05/25/2021,"66.02","66.51","65.41","66.07"
05/24/2021,"63.87","66.14","63.63","66.05"
05/21/2021,"61.89","64.07","61.56","63.58"
05/20/2021,"63.39","63.96","61.89","62.05"
05/19/2021,"65.28","65.35","61.95","63.36"
05/18/2021,"66.33","67.01","64.11","65.49"
05/17/2021,"65.50","66.43","64.83","66.27"
05/14/2021,"63.83","65.62","63.33","65.37"
05/13/2021,"65.75","65.81","63.09","63.82"
05/12/2021,"65.46","66.63","64.97","66.08"
05/11/2021,"64.90","65.50","63.68","65.28"
05/10/2021,"65.57","65.75","63.95","64.92"
05/07/2021,"64.90","65.24","63.90","64.90"
05/06/2021,"65.27","65.98","64.50","64.71"
05/05/2021,"66.45","66.76","64.92","65.63"
05/04/2021,"64.53","66.19","64.29","65.69"
05/03/2021,"63.64","64.68","62.91","64.49"
04/30/2021,"64.88","64.95","63.08","63.58"
04/29/2021,"63.70","65.47","63.65","65.01"
04/28/2021,"63.04","64.53","62.67","63.86"
04/27/2021,"61.97","63.30","61.91","62.94"
04/26/2021,"62.06","62.31","60.66","61.91"
04/23/2021,"61.65","62.43","61.25","62.14"
04/22/2021,"61.11","61.87","60.61","61.43"
04/21/2021,"62.39","62.56","60.86","61.35"
04/20/2021,"63.47","64.30","61.50","62.44"
04/19/2021,"62.98","63.63","62.63","63.38"
04/16/2021,"63.32","63.88","62.83","63.13"
04/15/2021,"62.83","63.57","62.53","63.46"
04/14/2021,"60.44","63.44","60.38","63.15"
04/13/2021,"59.64","60.59","59.64","60.18"
04/12/2021,"59.35","60.77","58.73","59.70"
04/09/2021,"59.76","59.95","59.10","59.32"
04/08/2021,"59.52","59.93","58.82","59.60"
04/07/2021,"59.26","60.04","58.12","59.77"
04/06/2021,"58.80","60.90","58.62","59.33"
04/05/2021,"61.50","61.50","57.63","58.65"
04/01/2021,"59.49","61.75","58.86","61.45"
03/31/2021,"60.45","61.17","58.85","59.16"
03/30/2021,"61.96","62.27","59.94","60.55"
03/29/2021,"60.93","61.77","59.41","61.56"
03/26/2021,"58.48","61.36","58.32","60.97"
03/25/2021,"60.80","60.86","57.44","58.56"
03/24/2021,"57.40","61.34","57.29","61.18"
03/23/2021,"61.28","61.35","57.25","57.76"
03/22/2021,"61.55","61.90","60.39","61.55"
03/19/2021,"59.56","61.72","58.94","61.42"
03/18/2021,"64.42","64.82","58.20","60.00"
03/17/2021,"64.75","65.34","63.60","64.60"
03/16/2021,"65.33","65.43","63.80","64.80"
03/15/2021,"65.56","66.40","64.13","65.39"
03/12/2021,"65.96","66.24","65.41","65.61"
03/11/2021,"64.70","66.21","64.54","66.02"
03/10/2021,"63.84","64.96","63.13","64.44"
03/09/2021,"64.73","65.98","63.63","64.01"
03/08/2021,"66.68","67.98","64.57","65.05"
03/05/2021,"64.16","66.42","63.82","66.09"
03/04/2021,"61.08","64.86","60.52","63.83"
03/03/2021,"59.55","61.99","59.24","61.28"
03/02/2021,"60.23","61.21","59.38","59.75"
03/01/2021,"61.95","62.92","59.96","60.64"
02/26/2021,"63.46","63.57","61.34","61.50"
02/25/2021,"63.39","63.81","62.65","63.53"
02/24/2021,"61.29","63.51","60.97","63.22"
02/23/2021,"62.16","63.00","60.67","61.67"
02/22/2021,"58.88","61.84","58.82","61.49"
02/19/2021,"60.20","60.29","58.59","59.24"
02/18/2021,"61.68","62.26","59.79","60.52"
02/17/2021,"60.24","61.73","59.43","61.14"
02/16/2021,"60.19","60.33","59.33","60.05"
02/12/2021,"57.94","59.82","57.41","59.47"
02/11/2021,"58.40","58.71","57.84","58.24"
02/10/2021,"58.45","58.91","58.08","58.68"
02/09/2021,"58.11","58.62","57.27","58.36"
02/08/2021,"57.06","58.14","57.00","57.97"
02/05/2021,"56.46","57.29","56.43","56.85"
02/04/2021,"55.96","56.58","55.30","56.23"
02/03/2021,"55.05","56.33","54.81","55.69"
02/02/2021,"53.48","55.26","53.45","54.76"
02/01/2021,"51.99","53.74","51.64","53.55"
01/29/2021,"52.15","53.25","51.93","52.20"
01/28/2021,"52.65","53.58","52.04","52.34"
01/27/2021,"52.76","53.30","51.85","52.85"
01/26/2021,"52.91","53.25","52.29","52.61"
01/25/2021,"52.17","52.95","51.82","52.77"
01/22/2021,"53.10","53.16","51.44","52.27"
01/21/2021,"52.93","53.41","52.75","53.13"
01/20/2021,"53.13","53.79","53.05","53.24"
01/19/2021,"52.11","53.13","52.11","52.98"
01/15/2021,"53.80","53.83","51.83","52.36"
01/14/2021,"52.84","53.75","52.24","53.57"
01/13/2021,"53.31","53.93","52.58","52.91"
01/12/2021,"52.18","53.45","52.07","53.21"
01/11/2021,"52.58","52.70","51.50","52.25"
01/08/2021,"50.93","52.75","50.81","52.24"
01/07/2021,"50.53","51.28","50.39","50.83"
01/06/2021,"49.82","50.94","49.48","50.63"
01/05/2021,"47.38","50.20","47.24","49.93"
01/04/2021,"48.40","49.83","47.31","48.52"
12/31/2020,"48.35","48.58","47.77","48.52"
